Sample_ID,Country,Longitude,Latitude,Depth_m,d18O,d2H
Sample1523,India,88.58636667,23.02038333,17.0688,-5.19884418,-27.2624232
Sample1524,Bangladesh,90.8086,22.9458,17.1,-4.8,-23
Sample1525,Bangladesh,90.016,23.847,18,-4.25,-24
Sample1526,Bangladesh,90.737,23.257,18,-5,-30
Sample1527,Bangladesh,89.354,23.342,18,-5.1,-31
Sample1528,Bangladesh,89.976,24.491,18,-3,-14
Sample1529,India,NA,NA,18.2,-4.27,-19.82
Sample1530,India,NA,NA,18.2,-5.28,-31.71
Sample1531,India,NA,NA,18.3,-4.92,-28.5
Sample1532,India,NA,NA,18.3,-4.2,-20.86
Sample1533,India,88.3029,24.2297,18.3,-5.45,-33.3
Sample1534,India,NA,NA,18.3,-6.52,-41.92
Sample1535,Bangladesh,88.2683,24.5228,19.8,-6.5,-40
Sample1536,Bangladesh,89.17,23.545,20,-4.7,-27
Sample1537,India,88.2981,24.2344,20.1,-5.92,-36.2
Sample1538,India,88.3048,24.2315,20.1,-5.61,-34.4
Sample1539,Bangladesh,89.958,23.435,21,-4.2,-23
Sample1540,Bangladesh,90.031,24.612,21,-5,-29
Sample1541,Bangladesh,89.632,24.856,21,-3.8,-20
Sample1542,Bangladesh,88.761,26.116,21,-8.7,-57
Sample1543,India,NA,NA,21.3,-5.22,-30.38
Sample1544,India,NA,NA,21.3,-4.55,-22.6
Sample1545,India,NA,NA,21.3,-3.72,-18.63
Sample1546,India,NA,NA,21.3,-5.4,-33.44
Sample1547,India,88.58841667,23.01988333,21.336,-4.54757208,-25.2132738
Sample1548,India,88.58746667,23.0202,21.336,-5.41707008,-30.26460423
Sample1549,Bangladesh,89.916,24.921,22,-5.2,-28
Sample1550,Bangladesh,89.96,24.942,22,-5.8,-35
Sample1551,India,NA,NA,22,-6.69,-41.82
Sample1552,Bangladesh,89.8828,23.6058,22.3,-5.7,-34
Sample1553,India,88.58636667,23.02038333,22.5552,-5.59093949,-33.0787728
Sample1554,Bangladesh,89.914,24.242,23,-4.7,-27
Sample1555,Bangladesh,89.769,25.161,23,-4.4,-23
Sample1556,Bangladesh,88.2773,24.5823,23,-6.1,-35
Sample1557,Bangladesh,89.444,25.918,24,-3.8,-17
Sample1558,India,88.58651667,23.02045,24.384,-4.61954358,-24.48373406
Sample1559,India,88.58785,23.01983333,24.384,-5.16124668,-27.6237835
Sample1560,India,NA,NA,24.4,-4.48,-22.69
Sample1561,India,NA,NA,24.4,-4.01,-21.9
Sample1562,India,NA,NA,24.4,-6.92,-44.29
Sample1563,Bangladesh,89.186,23.673,25,-4.8,-28
Sample1564,Bangladesh,90.588,23.635,25,-4.2,-22
Sample1565,Bangladesh,89.7678,23.5264,26.8,-4.3,-22
Sample1566,Bangladesh,89.87,24.87,27,-4.1,-23
Sample1567,Bangladesh,90.67,24.863,27,-4.1,-20
Sample1568,Bangladesh,88.509,25.984,27,-5,-26
Sample1569,Bangladesh,88.2615,24.5949,27,-6,-38
Sample1570,Bangladesh,89.7336,23.5411,27.4,-3.4,-17
Sample1571,Bangladesh,88.3228,24.5983,27.4,-4.7,-27
Sample1572,Bangladesh,88.295,24.6306,27.4,-4.3,-23
Sample1573,India,88.587,23.02045,27.432,-5.41530464,-30.33911536
Sample1574,Bangladesh,88.154,24.7372,28.3,-7.6,-51
Sample1575,Bangladesh,88.2825,24.6544,29,-4.7,-27
Sample1576,Bangladesh,88.2522,24.5839,29,-6.7,-42
Sample1577,Bangladesh,89.699,23.668,29.8,-5.2,-31
Sample1578,Bangladesh,90.831,22.931,30,-7.1,-47
Sample1579,Bangladesh,88.951,25.02,30,-5,-30
Sample1580,India,NA,NA,30.5,-4.87,-26.17
Sample1581,India,NA,NA,30.5,-4.81,-25.21
Sample1582,India,NA,NA,30.5,-4.61,-24.14
Sample1583,India,NA,NA,30.5,-7.06,-43.65
Sample1584,India,88.4513,24.1605,31.4,-4.55,-26.1
Sample1585,Bangladesh,89.992,23.337,32,-4.9,-29
Sample1586,Bangladesh,88.56,24,32,-4.2,-23
Sample1587,Bangladesh,89.7442,23.6119,32,-4,-21
Sample1588,India,NA,NA,33.5,-5.13,-30.94
Sample1589,India,NA,NA,33.5,-3.72,-19.13
Sample1590,India,NA,NA,33.5,-3.89,-19.8
Sample1591,India,NA,NA,33.5,-4.7,-24.47
Sample1592,India,NA,NA,33.5,-4.45,-22.58
Sample1593,India,NA,NA,33.5,-4.36,-21.11
Sample1594,India,NA,NA,33.5,-4.36,-24.54
Sample1595,India,NA,NA,33.5,-4.7,-25.51
Sample1596,India,NA,NA,33.5,-4.81,-25.86
Sample1597,Bangladesh,88.2067,24.5736,33.5,-7.7,-47
Sample1598,Bangladesh,88.1844,24.5586,33.5,-7.4,-49
Sample1599,Bangladesh,88.2412,24.5996,34.4,-5.6,-29
Sample1600,Bangladesh,91.361,23.128,35,-5.3,-32
Sample1601,Bangladesh,89.7758,23.6117,35.1,-4,-22
Sample1602,Bangladesh,88.3194,24.6183,35.1,-4.7,-26
Sample1603,India,NA,NA,35.7,-4.49,-24.28
Sample1604,India,NA,NA,36,-5.02,-27.24
Sample1605,Bangladesh,90.431,24.214,36,-5.2,-29
Sample1606,India,NA,NA,36.6,-4.53,-23.82
Sample1607,India,NA,NA,36.6,-5.1,-25.21
Sample1608,India,NA,NA,36.6,-4.93,-28.44
Sample1609,Bangladesh,89.996,23.873,37,-4.91,-26.5
Sample1610,Bangladesh,90.033,23.857,37,-5.12,-31
Sample1611,Bangladesh,91.173,23.417,37,-5,-29
Sample1612,Bangladesh,89.013,25.27,37,-4.4,-24
Sample1613,Bangladesh,90.62,24.57,37,-4.8,-26
Sample1614,Bangladesh,89.586,25.822,38,-4.1,-19
Sample1615,Bangladesh,88.742,26.129,38,-5,-30
Sample1616,Bangladesh,89.7828,23.6436,38.7,-5.5,-31
Sample1617,India,NA,NA,39.6,-4.19,-21.75
Sample1618,Bangladesh,88.2708,24.5992,39.6,-5.2,-31
Sample1619,Bangladesh,88.655,23.805,40,-4.6,-26.4
Sample1620,Bangladesh,89.927,24.769,40,-4.2,-20
Sample1621,Bangladesh,90.066,25.18,40,-5.5,-30
Sample1622,Bangladesh,90.49726,23.88655,42.672,-5.17,-30.42
Sample1623,Bangladesh,90.367,24.945,45,-3.6,-18
Sample1624,India,88.603,22.959,46,-4.9,-29
Sample1625,Bangladesh,89.194,24.071,46,-4.3,-23
Sample1626,Bangladesh,89.948,24.928,46,-4.6,-25
Sample1627,Bangladesh,90.388,24.053,46,-4.5,-25
Sample1628,Bangladesh,88.4019,24.6186,46.3,-4.1,-20
Sample1629,Bangladesh,89.57,23.6,49,-4.9,-29
Sample1630,Bangladesh,89.145,26.134,52,-4.2,-19
Sample1631,Bangladesh,90.252,24.035,52,-4.9,-28
Sample1632,Bangladesh,90.77,23.394,52,-4.2,-22
Sample1633,Bangladesh,89.8125,23.5553,53.3,-5.4,-25
Sample1634,Bangladesh,90.39,24.572,54,-5.6,-31
Sample1635,Bangladesh,90.33416,23.85001,54.864,-5.52,-32.76
Sample1636,Bangladesh,90.50118,23.82992,54.864,-5.15,-30.05
Sample1637,India,88.2982,24.234,54.9,-5.94,-37.7
Sample1638,Bangladesh,89.964,23.863,55,-5.5,-29
Sample1639,Bangladesh,88.613,24.502,55,-5.2,-31
Sample1640,India,88.25,23.87,55,-5.1,-31
Sample1641,Bangladesh,90.409,24.69,58,-4.7,-24
Sample1642,Bangladesh,89.86,25.184,60,-3.8,-20
Sample1643,India,88.58765,23.02048333,60.96,-3.3807226,-13.68152096
Sample1644,Bangladesh,90.47626,23.90993,60.96,-5.57,-33.2
Sample1645,Bangladesh,89.346,25.922,61,-3.6,-16
Sample1646,Bangladesh,88.657,25.865,61,-4.9,-26
Sample1647,Bangladesh,91.115,23.964,61,-2.6,-8
Sample1648,India,NA,NA,64,-6.04,-34.35
Sample1649,Bangladesh,91.63,24.941,64,-4,-20
Sample1650,Bangladesh,89.94,24.208,64,-5.2,-31
Sample1651,Bangladesh,89.993,24.558,64,-4.2,-22
Sample1652,Bangladesh,90.009,23.919,65,-5.9,-34
Sample1653,Bangladesh,90.901,23.618,65,-7.7,-50
Sample1654,Bangladesh,91.476,24.267,65,-4.9,-27
Sample1655,Bangladesh,89.7992,23.5622,65.5,-4.8,-25
Sample1656,India,88.31,24.34,66,-5.7,-35
Sample1657,Bangladesh,91.44,24.42,67,-3.3,-15
Sample1658,Bangladesh,90.45523,23.92819,67.056,-5.7,-33.65
Sample1659,Bangladesh,89.477,23.52,69,-4.1,-23
Sample1660,Bangladesh,90.033,23.861,73,-4.61,-26.5
Sample1661,Bangladesh,90.378,24.323,75,-5.6,-32
Sample1662,Bangladesh,90.33,24.908,75,-5.2,-31
Sample1663,Bangladesh,89.529,25.343,76,-2.3,-8
Sample1664,Bangladesh,90.51359,23.69071,76.2,-5.84,-35.53
Sample1665,Bangladesh,90.30957,23.77952,76.2,-6.21,-39.2
Sample1666,Bangladesh,89.622,22.776,78,-3.4,-17
Sample1667,Bangladesh,90.32913,23.79546,79.248,-5.88,-34.83
Sample1668,Bangladesh,90.52423,23.856,79.248,-5.22,-30.2
Sample1669,Bangladesh,90.723,24.88,80,-3.5,-16
Sample1670,India,88.46,23.91,82,-5.2,-31
Sample1671,Bangladesh,90.579,24.95,85,-4.5,-23
Sample1672,Bangladesh,90.614,23.61,85,-3.5,-16
Sample1673,Bangladesh,90.7973,23.597,87.8,-5.18,-31.6
Sample1674,India,88.47,24.15,88,-5.9,-37
Sample1675,India,88.43,23.61,89,-5.6,-33
Sample1676,Bangladesh,90.637,23.545,90,-3.5,-15
Sample1677,India,NA,NA,91,-6.08,-35.95
Sample1678,Bangladesh,90.618,24.575,91,-3.4,-14
Sample1679,Bangladesh,91.436,23.075,91,-5.1,-31
Sample1680,Bangladesh,90.44511,23.83472,91.44,-5.68,-35.42
Sample1681,Bangladesh,90.34349,23.79408,91.44,-5.46,-33.28
Sample1682,Bangladesh,90.34222,23.81449,91.44,-5.83,-35.57
Sample1683,Bangladesh,90.3503,23.85799,91.44,-5.86,-35.31
Sample1684,Bangladesh,90.47914,23.80166,97.536,-6.32,-39.69
Sample1685,Bangladesh,89.866,23.569,97.6,-6.2,-40
Sample1686,Bangladesh,90.4792,23.747,100.584,-6.31,-39.45
Sample1687,India,NA,NA,102.8,-7.63,-47.21
Sample1688,Bangladesh,90.889,23.634,105,-4.2,-22
Sample1689,Bangladesh,90.45707,23.88405,106.68,-5.35,-32.41
Sample1690,Bangladesh,90.4489,23.79518,106.68,-5.91,-36.17
Sample1691,Bangladesh,90.39649,23.9092,106.68,-5.05,-30.4
Sample1692,Bangladesh,88.961,25.504,107,-5.3,-30
Sample1693,Bangladesh,90.878,24.549,107,-3.5,-15
Sample1694,Bangladesh,90.52338,23.70746,114.3,-5.81,-36.03
Sample1695,Bangladesh,90.49772,23.72139,115.824,-6.29,-39.44
Sample1696,Bangladesh,90.42303,23.8787,118.872,-5.21,-31.51
Sample1697,India,88.55,23.42,120,-5.2,-30
Sample1698,Bangladesh,90.4686,23.85954,121.92,-5.33,-32.49
Sample1699,Bangladesh,90.51712,23.76198,121.92,-5.41,-33.43
Sample1700,Bangladesh,91.394,24.972,122,-3.5,-13
Sample1701,Bangladesh,90.35775,23.80556,132.588,-5.31,-30.31
Sample1702,India,NA,NA,137,-5.91,-35.76
Sample1703,Bangladesh,90.4,23.89,137,-5.4,-33
Sample1704,Bangladesh,90.4657,23.69416,137.16,-5.74,-36.06
Sample1705,Bangladesh,89.8403,23.5825,137.2,-6.2,-40
Sample1706,Bangladesh,90.375,23.815,138,-5.24,-31.4
Sample1707,India,88.58795,23.02,140.208,-5.39988116,-30.69254875
Sample1708,Bangladesh,91.63,24.941,149,-4.1,-18
Sample1709,Bangladesh,90.62635,23.79062,149.4,-5.11,-31.17
Sample1710,Bangladesh,91.709,24.659,152,-2.4,-4
Sample1711,Bangladesh,89.988,23.902,152,-6.4,-41
Sample1712,Bangladesh,NA,NA,152.4,-4.78,-26.1
Sample1713,Bangladesh,90.64982,23.785,152.4,-5.5,-33.76
Sample1714,Bangladesh,90.41908,23.85155,155.448,-5.22,-31.6
Sample1715,Bangladesh,NA,NA,162.4584,-3.52,-16.1
Sample1716,Bangladesh,90.41804,23.82677,167.64,-4.83,-28.46
Sample1717,Bangladesh,90.38801,23.80112,167.64,-5.44,-31.25
Sample1718,Bangladesh,91.389,25.046,168,-2.9,-9
Sample1719,Bangladesh,90.40398,23.79175,170.688,-5.45,-31.07
Sample1720,Bangladesh,90.386,23.86464,170.688,-5.31,-31.67
Sample1721,Bangladesh,90.9303,22.9878,170.7,-3.5,-18
Sample1722,Bangladesh,90.43426,23.7894,176.784,-5.47,-33.25
Sample1723,Bangladesh,90.9731,22.96,176.8,-4.2,-20
Sample1724,Bangladesh,NA,NA,182.88,-5.31,-30.9
Sample1725,Bangladesh,90.39331,23.73017,182.88,-5.27,-31.74
Sample1726,Bangladesh,90.44202,23.76507,182.88,-5.76,-35.49
Sample1727,Bangladesh,90.7858,22.8686,182.9,-3.2,-14
Sample1728,Bangladesh,91.082,23.74,183,-2.8,-8
Sample1729,Bangladesh,91.3067,23.2293,185,-5.37,-33.1
Sample1730,India,NA,NA,196,-7.28,-47.95
Sample1731,Bangladesh,90.46049,23.71498,198.12,-5.96,-36.74
Sample1732,Bangladesh,89.8133,23.5872,204,-6.6,-41
Sample1733,Bangladesh,90.8389,23.436,205,-3.18,-15.3
Sample1734,Bangladesh,90.6316,23.75098,205.4,-5.26,-32.26
Sample1735,Bangladesh,90.7565,23.1263,206,-2.78,-12.3
Sample1736,Bangladesh,90.698,23.332,210,-2.9,-11
Sample1737,Bangladesh,91.431,24.419,210,-4.4,-21
Sample1738,Bangladesh,91.135,23.197,213,-6,-34
Sample1739,Bangladesh,90.793,23.525,213,-2.7,-11
Sample1740,Bangladesh,90.106,23.37,213,-3.9,-20
Sample1741,Bangladesh,90.106,23.37,213,-3.8,-19
Sample1742,Bangladesh,90.38958,23.88937,213.36,-5.31,-32.81
Sample1743,Bangladesh,90.51174,23.6592,213.36,-5.49,-33.7
Sample1744,Bangladesh,89.8133,23.5872,213.4,-5.3,-32
Sample1745,Bangladesh,90.63872,23.78147,219.5,-5.02,-30.26
Sample1746,Bangladesh,90.588,23.634,220,-4.1,-22
Sample1747,Bangladesh,90.58532,23.76812,222.5,-5.43,-33.7
Sample1748,Bangladesh,90.64467,23.79296,225.6,-5.56,-34.51
Sample1749,Bangladesh,90.9306,22.9817,225.6,-3.1,-14
Sample1750,Bangladesh,90.957,23.282,227,-3.8,-19
Sample1751,Bangladesh,90.7986,22.9083,228.6,-3.2,-14
Sample1752,Bangladesh,90.68,23.238,229,-2.8,-10
Sample1753,Bangladesh,90.186,23.194,229,-6,-35
Sample1754,Bangladesh,90.64968,23.7811,231.6,-5.2,-31.75
Sample1755,Bangladesh,90.65933,23.78598,231.6,-5.44,-33.49
Sample1756,Bangladesh,90.658,23.78538,232.3,-5.57,-34.29
Sample1757,Bangladesh,90.62695,23.78545,234.7,-5.06,-30.58
Sample1758,Bangladesh,90.65923,23.78707,234.7,-5.49,-33.87
Sample1759,Bangladesh,90.65718,23.79211,234.7,-5.93,-36.97
Sample1760,Bangladesh,90.66017,23.79117,237.7,-5.9,-37.29
Sample1761,Bangladesh,90.65831,23.79385,237.7,-6.02,-37.8
Sample1762,India,88.6,24.25,243,-5.9,-36
Sample1763,Bangladesh,90.37213,23.78201,243.84,-5.22,-30.27
Sample1764,Bangladesh,90.4248,23.79695,243.84,-5.31,-31.73
Sample1765,Bangladesh,90.40805,23.75365,243.84,-3.57,-17.72
Sample1766,Bangladesh,91.0911,22.9934,244,-3.62,-17.6
Sample1767,Bangladesh,90.905,24.16,244,-3.8,-16
Sample1768,Bangladesh,91.107,23.99,244,-3.2,-11
Sample1769,Bangladesh,91.094,23.01,244,-4.5,-23
Sample1770,Bangladesh,90.967,22.96,244,-4.4,-21
Sample1771,Bangladesh,89.958,23.435,244,-4.6,-27
Sample1772,Bangladesh,89.478,23.522,250,-4.7,-27
Sample1773,India,NA,NA,250,-7.69,-43.14
Sample1774,Bangladesh,91.116,23.233,251,-6,-38
Sample1775,Bangladesh,NA,NA,256.032,-4.23,-22.5
Sample1776,Bangladesh,90.769,23.039,259,-2.4,-6
Sample1777,Bangladesh,91.417,23.281,259,-5.1,-30
Sample1778,Bangladesh,91.098,22.865,259,-3,-14
Sample1779,Bangladesh,90.353,23.78425,259.08,-5.95,-36.64
Sample1780,Bangladesh,NA,NA,270.6624,-2.95,-12.4
Sample1781,Bangladesh,90.63,23.846,274,-6,-35
Sample1782,Bangladesh,90.40052,23.76487,274.32,-3.63,-17.88
Sample1783,Bangladesh,89.469,22.988,280,-3.7,-19
Sample1784,Bangladesh,90.9227,23.3402,281,-4.72,-27.9
Sample1785,Bangladesh,90.89,24.157,284,-3.7,-17
Sample1786,Bangladesh,90.359,22.677,289.6,-3,-14
Sample1787,Bangladesh,90.059,22.489,292,-3,-13
Sample1788,Bangladesh,90.7962,23.5965,295,-5.46,-31.89
Sample1789,Bangladesh,90.588,23.635,300,-3.2,-14
Sample1790,Bangladesh,89.06,22.507,300,-2.9,-12
Sample1791,Bangladesh,90.232,22.948,300,-3.6,-18
Sample1792,Bangladesh,90.41049,23.72666,301.752,-3.53,-17.54
Sample1793,Bangladesh,90.50426,23.62857,304.8,-5.94,-35.62
Sample1794,Bangladesh,90.42398,23.77288,304.8,-3.95,-21.29
Sample1795,Bangladesh,90.40278,23.74449,304.8,-3.46,-17.1
Sample1796,Bangladesh,90.92,22.651,310,-2.5,-10
Sample1797,Bangladesh,90.8294,22.9347,318,-2.3,-8
Sample1798,Bangladesh,90.9221,23.3404,336,-3.37,-14.6
Sample1799,Bangladesh,90.7717,23.0422,375,-2.6,-9
Sample1800,Bangladesh,90.71427072,23.71585888,246.1538462,-5.580315906,-34.24717242
Sample1801,Bangladesh,90.71581016,23.71171297,153.8461538,-5.218489116,-31.74304072
Sample1802,Bangladesh,90.64187265,23.80481689,215.3846154,-5.840944537,-35.89718337
Sample1803,Bangladesh,90.64397434,23.76517838,200,-5.510830667,-34.23138336
Sample1804,Bangladesh,90.66727847,23.75002832,184.6153846,-5.399761309,-33.34452784
Sample1805,Bangladesh,90.65133582,23.78793067,206.1538462,-5.772643988,-33.74144214
Sample1806,Bangladesh,90.72314931,23.70786057,184.6153846,-4.91671725,-29.3768067
Sample1807,Bangladesh,90.6945482,23.82130758,215.3846154,-6.144386055,-38.57399658
Sample1808,Bangladesh,90.61043969,23.8068175,184.6153846,-5.355564358,-32.70618362
Sample1809,Bangladesh,90.6320233,23.7566725,184.6153846,-5.563519311,-34.40672673
Sample1810,Bangladesh,90.59414489,23.76808636,200,-5.347970617,-32.78897202
Sample1811,Bangladesh,90.61303318,23.75913951,184.6153846,-4.646706691,-27.1469062
Sample1812,Bangladesh,90.6629276,23.78371961,221.5384615,-5.505282657,-34.30458141
Sample1813,Bangladesh,90.65670898,23.79189825,246.1538462,-5.847045365,-36.38216825
Sample1814,Bangladesh,90.64115907,23.83562013,261.5384615,-6.15678313,-38.65271271
Sample1815,Bangladesh,90.66116327,23.79255354,190.7692308,-5.917030358,-37.59600397
Sample1816,Bangladesh,90.63556591,23.78197716,230.7692308,-5.250535764,-31.59042952
Sample1817,Bangladesh,90.65998167,23.79443375,200,-6.003442249,-38.14031824
Sample1818,Bangladesh,90.65630885,23.78658693,246.1538462,-5.690688207,-35.37391816
Sample1819,Bangladesh,90.65796172,23.78566014,230.7692308,-5.72518361,-35.7447042
Sample1820,Bangladesh,90.65877319,23.79074889,246.1538462,-5.678989464,-35.44087086
Sample1821,Bangladesh,90.71707875,23.71617983,215.3846154,-5.342656559,-32.60121315
Sample1822,Bangladesh,90.66762837,23.78380468,190.7692308,-5.449464032,-33.9353677
Sample1823,Bangladesh,90.7084311,23.70066891,209.2307692,-4.931484793,-29.25138742
Sample1824,Bangladesh,90.63845676,23.81419727,200,-5.941215737,-36.17593207
Sample1825,Bangladesh,90.68011528,23.70606075,184.6153846,-5.49504433,-32.94091835
Sample1826,Bangladesh,90.62980155,23.78364856,246.1538462,-4.998355151,-30.20112092
Sample1827,Bangladesh,90.61968595,23.7511621,190.7692308,-4.771211772,-28.44621211
Sample1828,Bangladesh,90.65950981,23.79237917,215.3846154,-5.669813034,-35.65051118
Sample1829,Bangladesh,90.7160156,23.71603469,307.3846154,-5.389280139,-32.68161563
Sample1830,Bangladesh,90.6607228,23.78585447,215.3846154,-5.702529606,-35.47100981
Sample1831,Bangladesh,90.63956985,23.81268324,193.8461538,-5.829438102,-36.34903776
Sample1832,Bangladesh,90.717164,23.71846868,184.6153846,-5.370003541,-33.10214939
Sample1833,Bangladesh,90.63897447,23.81141127,246.1538462,-5.913543096,-37.13313323
Sample1834,Bangladesh,90.65695661,23.78705663,246.1538462,-5.467063396,-33.34192788
Sample1835,Bangladesh,90.63335227,23.75129219,184.6153846,-4.738891686,-28.18304908
Sample1836,Bangladesh,90.6652161,23.69146376,215.3846154,-4.749520247,-27.22956595
Sample1837,Bangladesh,90.65941246,23.79251003,215.3846154,-5.73704134,-36.04095378
Sample1838,Bangladesh,90.61943624,23.79280709,221.5384615,-4.844724266,-29.03415792
Sample1839,Bangladesh,90.63911259,23.76325985,184.6153846,-4.122766766,-22.5246197
Sample1840,Bangladesh,90.72057485,23.71359713,307.3846154,-5.238902772,-31.67852952
Sample1841,Bangladesh,90.67736058,23.78178488,153.8461538,-5.524343297,-33.99148364
Sample1842,India,88.58636667,23.02038333,2.7432,-0.594549,-16.94632192
Sample1843,Bangladesh,90.9923,22.963,3.6,-3.4,-29
Sample1844,Bangladesh,NA,NA,4.8768,-1.735353535,-14.23431147
Sample1845,Bangladesh,88.1883,24.6595,6,-4.4,-38
Sample1846,Bangladesh,91.118,22.784,7,-2.2,-27
Sample1847,Bangladesh,90.8783,22.9828,7.9,-2.8,-23
Sample1848,Bangladesh,90.8642,22.8567,7.9,-2.7,-22
Sample1849,Bangladesh,90.965,22.9075,7.9,-1.2,-13
Sample1850,Bangladesh,90.8553,22.9028,7.9,-3.5,-31
Sample1851,Bangladesh,90.755,22.895,9.1,-2.2,-20
Sample1852,Bangladesh,90.9153,23.0128,9.1,-2.4,-20
Sample1853,Bangladesh,90.9645,23.0653,9.1,-1.7,-15
Sample1854,India,88.58993333,23.02193333,9.144,-2.5250716,-21.23987872
Sample1855,Bangladesh,88.248,24.6803,9.2,-4,-37
Sample1856,Bangladesh,90.831,22.931,10,-2.8,-23
Sample1857,India,88.58795,23.0211,10.0584,-0.4708803,-11.78438909
Sample1858,India,88.58795,23.0211,10.0584,-1.12692996,-13.5757429
Sample1859,Bangladesh,90.9911,22.9778,10.4,-1.5,-20
Sample1860,Bangladesh,90.9895,22.9483,10.7,-1.5,-14
Sample1861,Bangladesh,90.8306,23.035,11,-3.2,-26
Sample1862,Bangladesh,90.9792,23.0727,11,-1.9,-17
Sample1863,Bangladesh,88.708,23.767,12,-3.1,-28
Sample1864,Bangladesh,91.109,22.824,12,-1.1,-13
Sample1865,Bangladesh,90.9685,23.0608,12.2,-0.7,-11
Sample1866,Bangladesh,90.98,22.9667,12.8,-1.6,-20
Sample1867,Bangladesh,90.9874,23.0706,13.7,-2.1,-21
Sample1868,Bangladesh,88.1607,24.727,14.6,-3.9,-33
Sample1869,Bangladesh,88.635,23.814,15,-3.93,-32.8
Sample1870,Bangladesh,91.103,23.801,15,-2.3,-23
Sample1871,Bangladesh,89.529,25.343,15,-3.2,-26
Sample1872,Bangladesh,88.2822,24.5939,15.2,-3.4,-29
Sample1873,Bangladesh,90.9855,23.0593,15.2,-1.7,-19
Sample1874,Bangladesh,88.99,24.809,16,-1.8,-16
Sample1875,Bangladesh,89.791,23.597,18,-3,-25
Sample1876,Bangladesh,91.389,23,18,-1.6,-17
Sample1877,Bangladesh,90.031,24.308,18,-1.9,-18
Sample1878,India,88.58778333,23.02078333,18.288,-2.26551414,-28.02520567
Sample1879,Bangladesh,88.191,24.6577,19.8,-5.3,-46
Sample1880,Bangladesh,90.793,23.525,20,-1.9,-16
Sample1881,Bangladesh,88.881,25.214,20,-1,-17
Sample1882,India,88.58795,23.0211,20.7264,-2.0703955,-20.68486664
Sample1883,India,88.58993333,23.02193333,20.7264,-2.72458816,-24.2772308
Sample1884,Bangladesh,89.545,24.387,21,-2.6,-35
Sample1885,India,88.58701667,23.0211,21.0312,-1.36809,-19.0445516
Sample1886,India,88.58701667,23.0211,21.0312,-1.2,-12.08705552
Sample1887,India,88.58825,23.02011667,21.336,-2.333256365,-24.46794783
Sample1888,India,88.58828333,23.01968333,21.9456,-2.73986426,-26.48202925
Sample1889,India,88.5876,23.0197,21.9456,-3.51825591,-28.70505625
Sample1890,India,88.58715,23.0211,21.9456,-1.36080771,-14.48781235
Sample1891,India,88.5876,23.02123333,21.9456,-2.570244,-21.55610682
Sample1892,India,88.58746667,23.0208,21.9456,-3.603509,-32.93592173
Sample1893,India,88.5874,23.02085,21.9456,-2.89024145,-26.64115533
Sample1894,India,88.58691667,23.02108333,21.9456,-2.0984038,-19.13497333
Sample1895,India,88.58816667,23.01966667,21.9456,-3.2809317,-31.65542744
Sample1896,Bangladesh,89.577,25.248,22,-3.2,-28
Sample1897,Bangladesh,88.974,24.412,22,-1.7,-16
Sample1898,Bangladesh,89.586,24.697,23,-1.5,-28
Sample1899,Bangladesh,89.373,24.426,23,-1.8,-15
Sample1900,India,88.603,22.959,29,-1.4,-15
Sample1901,India,88.58775,23.02193333,29.8704,-2.4242864,-21.69801728
Sample1902,India,88.58775,23.02193333,29.8704,-3.09117273,-25.4423981
Sample1903,Bangladesh,90.8893,22.8927,30,-3.4,-29
Sample1904,India,NA,NA,31.1,-3.71,-30.19
Sample1905,India,88.492425,22.74222167,32,-2.45,-20.5
Sample1906,Bangladesh,88.778,24.669,32,-1.6,-18
Sample1907,Bangladesh,88.3231,24.5794,32,-3.5,-29
Sample1908,Bangladesh,88.1777,24.7282,32.6,-2.2,-27
Sample1909,Bangladesh,88.2535,24.6797,33.5,-3.5,-35
Sample1910,Bangladesh,88.1715,24.7103,34.1,-3.3,-39
Sample1911,Bangladesh,88.178,24.6508,34.4,-4.8,-41
Sample1912,Bangladesh,88.2806,24.6433,35.1,-4.2,-35
Sample1913,Bangladesh,88.1572,24.6892,35.1,-5.1,-42
Sample1914,Bangladesh,88.1967,24.6347,35.1,-4.2,-37
Sample1915,Bangladesh,88.1888,24.7177,35.7,-3.2,-30
Sample1916,Bangladesh,89.835,23.5819,36.6,-3.8,-31
Sample1917,Bangladesh,88.2015,24.721,37.5,-1.9,-24
Sample1918,Bangladesh,88.786,23.819,38,-3.1,-28
Sample1919,Bangladesh,88.1692,24.7347,38.7,-3.8,-31
Sample1920,India,88.099,24.1888,39.6,-2.73,-22.8
Sample1921,Bangladesh,89.9025,23.5586,41.1,-2.6,-23
Sample1922,Bangladesh,88.3478,24.6114,41.1,-2.2,-21
Sample1923,India,88.58175,23.01678333,41.7576,-2.69010077,-22.87505881
Sample1924,India,88.5865,23.02026667,42.672,-2.698222,-30.56379234
Sample1925,Bangladesh,88.3787,24.61,42.7,-2.9,-24
Sample1926,India,88.49291833,22.742,44,-3.03,-24.6
Sample1927,India,88.49269167,22.74214,44,-2.17,-20.8
Sample1928,India,88.492675,22.74112167,45,-2.13,-19.9
Sample1929,Bangladesh,90.967,22.943,46,-1.1,-9
Sample1930,India,88.59305,23.02225,48.768,-3.39898672,-27.92546528
Sample1931,India,88.2965,24.2338,48.8,-1.25,-20.4
Sample1932,India,88.1824,24.1839,51.8,-2.83,-24.9
Sample1933,India,88.5864,23.02075,51.816,-2.49568316,-21.179017
